src_orig,tgt
ma-lá dí-in a-lim{ki} KÙ.BABBAR me-er-ú pu-šu-ke-en₆ ù DUMU.SAL pu-šu-ke-en₆ ša-bu-ú,"According to the verdict of the city, the sons of Pūšu-kēn and the daughter of Pūšu-kēn are paid (their) silver in full."
i-dí-a-bu-um DUMU a-šùr-ma-lik ki-ma a-ḫa-ḫa i-zi-iz,Iddin-abum son of Aššur-mālik stood for Aḫaḫa.
um-ma ša-lim-a-ḫu-um-ma a-na pu-šu-ke-en₆ qí-bi-ma,From Šalim-aḫum to Pūšu-kēn:
a-ṣé-er AN.NA-ki-im ša a-na en-nam-a-šur ta-dí-nu ù TÚG.ḪI.A ma-lá ra-du-im ra-dí-šu-ma KÙ.BABBAR 1 GÍN i ša TÚG.ḪI-tí-a le-li-am,"Regarding the tin which you gave to Ennam-Aššur and the textiles, gather up as much as you can so that I can raise every shekel of silver from my textiles."
ù qá-sú-ma lu-kà-il₅,But let him retain his share.
a-ša-me-ma x-x x x-x tí a-na {d}NIN.ŠUBUR-ba-ni DUMU a-šur-ma-lik a-ma-kam wa-ša-áb,I heard that ... to(?) Ilabrat-bāni is there.
gi-ri-šu-ma AN.NA ù TÚG.ḪI.A a-na u₄-me qú-ur-bu-tim ma-lá ta-da-nim dí-šu-um,Approach him and give to him as many tin and textiles as you can on short terms.
um-ma a-ta-ma té-er-tí ša-lim-a-ḫi-im AN.NA-ki ù TÚG.ḪI.A mì-ma a-na ša ki-ma ku-a-tí la té-zi-ib qá-at-kà-ma i-ṣé-er DAM.GÀR li-dí-ma ki-ma-ma KÙ.BABBAR i šé-pì-kà tù-ub-lá-ni li-bi₄ i-ḫa-du,"Thus you will say, ""The instructions of Šalim-aḫum: Do not hand over my tin and textiles to any of your representatives. Let your share be deposited to the merchant so that my heart is gladdened specifically by you bearing the silver in your transport."""
a-mur-IŠTAR ú tù-ùḫ-ni-iš iṣ-bu-tù-ni-a-tí-ma ni-kà-sí i-sí-ú-ma URUDU lu ša {TÚG}ma-ku-ḫi-šu lu ša {TÚG}ku-ta-ni ša ik-ri-bi-šu 32 GÚ 30 ma-na URUDU ša wa-áš-ḫa-ni-a i li-bi tù-ùḫ-ni-iš a-mur-IŠTAR i-dí,"Amu-Ištar and Tuḫniš seized us and made accounts, copper, both yeilding from makuḫi-textiles and from the kutānum-textiles of his ikrībū-account, Amur-īštar deposited 32 talents 30 minas copper from Wašḫaniya."
URUDU i-na wa-áš-ḫa-ni-a i-ša-qal um-ma tù-ùḫ-ni-iš-ma 1 ma-na KÙ.BABBAR ù 3.75 GÍN KÙ.GI tal-qé,He will weigh out the copper in Wašḫaniya.
um-ma a-mur-IŠTAR-ma a-na zi-ga-an-LUGAL ù TÚG.ḪI.A ša a-dí-na-ku-ni al-qé,"Amur-Ištar said, ""I took it for the z and textiles which I sold to you."" "
IGI pu-šu-ke-en₆ DUMU sú-e-a x IGI la-qé-pí-im DUMU {d}AB-ba-ni IGI e-na-ZA DUMU en-na-nim a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš{ki},"Witnesses: Pūšu-kēn s. Sueyya, Lā-qēpum s. Nabu-bāni, Enna-ZA s. Ennanum."
i-dí-ni-a-tí-ma IGI GÍR ša {d}a-šur ší-bu-tí-ni ni-dí-in,"For this matter, the colony of Kanesh gave us permission, and we gave our testimonies before the dagger of Aššur."
a-na pu-šu-ke-en₆ ù a-šur-i-mì-tí qí-bi₄-ma um-ma {d}IŠKUR-ṣú-lu-li-ma,To Pūšu-kēn and Aššur-imittī from Adad-ṣulūlī
a-na-kam pu-šu-ke-en₆ e-mu-qá-tim e-pu-ší-ma a me-ší-tí-a,Here Pūšu-kēn treated me harshly and he ... to my fund ...
x x-ak lu-up-ta,Write down ...
i-ta-dí-a 1,Deposit it.
ma-na KÙ.BABBAR i-ku-pì-a-šur … li-dí-na-ku-nu-tí,Let Ikuppi-Aššur give 1 mina of silver to you (pl.). 
ma-la ta-ḫa-ša-ḫa-ni šu-up-ra-ni-ma lu-šé-bi₄-lá-ku-nu-tí,Write to me as much as you need so that I may send it to you.
šu-ḫu-bu-ur DUMU PUZUR₄.IŠTAR i-šu iš-tù ḫa-muš-tim ša a-šùr-iš-tí-kál DUMU sú-kà-lí-a ITU.KAM ḫu-bu-ur li-mu-um a-šur-mì-tí ma-lá-ḫu-um a-na 5 ITU.KAM i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA a-na 1 ma-na-em i-na wa-ar-ḫi-im ṣí-ib-tám,"He will pay five months from the ḫamuštum of Aššuriš-tikal s. Sukkallīya, month ḫubur, eponymate Aššur-imittī the boatman."
ú-ṣa-áb,"If he does not pay (on time), he will add 1 1/2 shekels per mina per month as interest."
a-na mu-za qí-bi₄-ma um-ma lá-ma-ša-ma,To Muza from Lammaša:
šu-ma a-ḫa-tí a-tí šu-ma be-el-tí a-tí a-na-ku ù a-tí ni-ir-té-ḫa-am mì-ma ú-nu-tim ša a-na pu-šu-ke-en₆ ta-pá-qí-dí-ni,"If you are my sister, if you are my lady, you and I must remain (close?)."
té-er-tí-ki li-li-kam-ma úz-ni pì-té-i,"Concerning all the utensils which you entrust to Pūšu-kēn, let your message come and inform me."
ṭup-pá-am ša um-mì ta-dí-na-ni ú a-na e-xxxxxx xxx DAM ì-lí-x-x a-dí a-na DUMU-um-mì-a-nim ke-nim,The tablet which you gave to my mother ...
pì-iq-dí a-mì-sé-ma lu-ub-lá-am,Entrust it to a trustworthy certified trader. ... and let him bring it.
ú a-šar ta-pá-qí-dí-ni i-na na-áš-pè-er-tí-ki lu-ub-lá-am ki-ma ṭup-pá-am a-mì-a-am tù-šé-bi₄-lá-ni,"Also, wherever you entrust it, let it come within your "
a-té-be-a-ma a-ta-lá-kam,"When you send that tablet, I will arise and come."
a-ṣé-ri-ki a-ta-lá-kam,I will come to you personally.
ta-ma-lá-ke-en₆ ša i-na ma-aṣ-ar-tim i-ba-ší-ú-ni a-na ì-lí-iš-ta-ki-il₅ lá ta-dí-ni,Do not give the two boxes which are in the safe room to Iliš-tīkal.
šu-ma pu-šu-ke-en₆ e-ri-iš-ki dí-ni,"If Pūšu-kēn asked you (to do so), then give them."
šu-ma lá ki-a-am a-dí e-né-a ta-mì-ri-ni a ma-ma-an lá ta-dí-ni,"Otherwise, as long as you have sight, don't give them to anyone!"
16 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ḫa-nu ša-ta-na tí-šu,Šāt-Anna owes 16 shekels refined silver to Ḫānu.
iš-tù ḫa-mu-uš-tim ša qar-wi-a ù kur-ub-IŠTAR a-na 3 ḫa-am-ša-tim i-ša-qal,From the ḫamuštum of Qarwiya and Kurub-Ištar he has 3 weeks to pay.
šu-ma lá iš-qú-ul 1 GÍN.TA.TA ṣí-ib-tám i ITU.KAM ú-ṣa-áb,If he does not pay 1 shekel will be added per month in interest.
IGI a-šur={d}UTU-ši IGI im-li-kà-a IGI en-na-nim,"Witnesses: Aššur-Šamši, Imlikaya, Ennanim."
um-ma bu-zu-ta-a-ma a-na a-mur={d}UTU a-šur-ta-ak-lá-ku ù pu-šu-ke-en₆ qí-bi₄-ma AN.NA ù TÚG.ḪI.A ša {d}EN.ZU-na-we-er ù li-pá-a ir-de₈-ú-ni-ku-nu-tí-ni,"From Buzutaya to Amur-Šamaš, Aššur-taklāku, and Pūšu-kēn:"
lu i-a-ú-tum lu ša ba-ri-ni a-na i-a-ú-tim-ma i-tù-ru,"The tin and textiles which Suen-nawer and Libbaya drove to you (pl.), both mine and those between us, they converted them all to mine."
áš-pu-ra-ku-nu-tí,I wrote to you (pl.).
um-ma a-na-ku-ma 1 GÚ AN.NA a-na ku-ku-zi-zi-a {d}EN.ZU-na-we-er lu-bi₄-il₅ ú a-na {d}EN.ZU-na-we-er 10 TÚG.ḪI.A ù 20 TÚG.ḪI.A dí-na-šu-um ú ší-im-i-šu ki ṣé-er DAM.GÀR-ri-im ke-nim ša lá ta-ša-ḫu-ṭá-ni id-a-a,"I said, ""Let Suen-nawer bring 1 talent tin to Kukkuzizzia. And to Suen-nawer, give 10 or 20 textiles to him. And set his prices as though it were a trusted merchant for whom you did not (have a relationship configured by) the dressing of a garment."""
lu a-na ku-ku-zi-zi-a tù-šé-bi₄-lá lu a-na {d}EN.ZU-na-we-er ta-dí-na lu i-na ṣé-er DAM.GÀR ta-dí-a a-ḫu-a a-tù-nu té-er-ta-ku-nu li-li-kam,"Concerning that which you sent to Kukkuzizzia, which you gave to Suen-Nawer, or which you placed on a merchant, my dear brothers, let your message come."
lu KÙ.BABBAR lu TÚG.ḪI.A a-na É kà-ri-im šu-ma iš-ta-pu-ku qá-tí id-a-a KÙ.BABBAR,"The silver, the textiles to the colony office, if they called for deposits, deposit my share."
ša i-na ba-áb-tí-a tal-qé-a-ni id-a-a,Deposit silver which you take from my accounts.
šu-ma i-na ba-áb-tí-a lá ta-al-qé-a a-na ṣí-ib-tim li-qé-a-nim ú-lá pu-šu-ke-en₆,"If you do not (have anything to) take anything from my accounts, borrow silver on interest for me."
li-iš-qú-ul-ma šu-mì lu-up-ta,Let not Pūšu-kēn pay but write my name down.
lu KÙ.KI iš-tu wa-aḫ-šu-ša-na ú-šé-bi₄-lu-nim lu KÙ.BABBAR ša ḫu-ra-ṣa-nim ù a-šur-SIG₅ re-eq,Both the gold which he sent from Waḫšušana and silver from Ḫuraṣānum and Aššur-damiq is idle!
KIŠIB e-na-sú-in DUMU ì-lí-a-lim KIŠIB a-šùr-DU₁₀ DUMU ki-i-ki,"Seal of Ennam-Suen, son of Ilī-ālum, seal of Aššur-ṭāb, son of Ki'ki;"
sú-in-na-da DUMU en-um-a-šùr ú iš-ma-a-šur DUMU ḫi-na-a tap-pá-ú-ni,"Suen-nādā, son of Ennam-Aššur, and Išme-Aššur son of Ḫinnaya, were our partners."
šu-IŠTAR DUMU a-šùr-ba-ni en-nam-a-šùr DUMU ša-lim-a-ḫi-im ù ma-nu-um-ki-a-šùr DUMU a-ḫu-wa-qar i-na mì-ig-ra-tí-šu-nu i-na wa-aḫ-šu-ša-na i-bu-tù-ni-a-tí-ma,"Šu-Ištar, son of Aššur-bāni, Ennam-Aššur, son of Šalim-aĭhum, and Mannum-kī-Aššur, son of Aḫu-waqar, by mutual greement seized us in Waḫšušana"
a-mu-tám ša ma-nu-um-ki-a-šur ša a-na GAL sí-kà-tim i-ni-id-nu lu URUDU úṣ-a-am É šu-IŠTAR i-ba-ší lu i-ṣú-ur-tum lu URUDU i-na É.GAL-lim a-ḫu-ur lu URUDU i-na É.GAL-lim ú-ṣí-am 3-šu-nu a-na KÙ.BABBAR ù-ta-ru-ma KÙ.BABBAR a-na kà-ni-iš i-lá-ak-ma šu-IŠTAR en-nam-a-šur ú ma-nu-um-ki-a-šur a-na ṭup-pé-šu-nu ú da-na-tí-šu-nu e-ta-ú ú-lá ra-áb-šu,"and as for the meteoric iron of Mannum-kī-Aššur that had not been given to rabi sikkatim, whether copper had come forth (and) is in Šu-Ištar's house, or there is an iṣurtu-document, or copper is still due from the palace, or copper has come forth from the palace, the three of them will convert it to silver and that silver will go to Kanesh and then Šu-Ištar, Ennam-Aššur and Mannum-kī-Aššur will discuss on the basis of their tablets and valid deeds without raising claims."
a-dí e-ta-ú-ni a-ḫu-um i pá-ni a-ḫi-im mì-ma ú-lá i-lá-qé,"Until they have discussed, nobody shall take anything before the other."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in,"For this matter the colony at Kanesh gave us permission, and before Aššur's dagger we gave our testimony."
3 ma-na KÙ.BABBAR KI a-mur-a-šur ša a za-am-ri-im 0.66666 ma-na 2.5 GÍN KÙ.BABBAR KI ḫa-áš-ta-aḫ-šu 1 ma-na 0.5 GÍN,3 minas silver is with Amur-Aššur which was for accounting.
KÙ.BABBAR ša-ni-ú-um ṭup-pu-šu ša 2 ma-na KÙ.BABBAR ù 25 na-ru-uq ŠE-am ša ḫu-bu-ul wa-ar-ḫi-lá 1 ma-na KÙ.BABBAR KI wa-al-ḫi-iš-na 0.5 ma-na KÙ.BABBAR KI ar-wa-na-aḫ-šu 2 ma-na,1 mina 1/2 shekel and also its tablet stating 2 minas silver and 25 sacks of barley of the debt of Warḫila.
KÙ.BABBAR KI na-ki-li-id 0.66666 ma-na 5 GÍN KÙ.BABBAR KI,2 minas silver is owed by Nakiled.
a-zu me-er-i-šu ù a-ḫa-tí-šu 7 ma-na KÙ.BABBAR KI kà-ší-im ù a-ḫi-šu 1.5 ma-na KÙ.BABBAR KI ta-ak-ša-nu-ma-an 70 na-ru-uq ŠE-am ù 30 na-ru-uq ar-ša-tim KI AḪ.ME li-i-šu 10 ma-na KÙ.BABBAR KI ki-kàr-ša-an 15 GÍN KÙ.BABBAR KI ta-ak-ša-nu-ma-an 0.66666 ma-na 5 GÍN KÙ.BABBAR KI ku-um-ri-im ša ku-ba-ba-at 0.66666 ma-na 5 GÍN,"45 shekels silver is owed by Azu, his son, and his brother."
iš-tí É.GAL ḫa-tim 0.5 ma-na KÙ.BABBAR iš-tí šu-IŠTAR DUMU šu-a-nim 2 ma-na KÙ.BABBAR iš-tí i-ku-pí-a-šùr DUMU PÚZUR.IŠTAR 0.33333 ma-na KÙ.BABBAR bé-ú-lá-at DUMU {d}IŠKUR-ba-ni,45 shekels (silver) is owed by the palace of Ḫattum.
iš-tí du-du 1 ma-na KÙ.BABBAR iš-tí il₅-we-da-ku DUMU i-da-a 0.5 ma-na KÙ.BABBAR bé-ú-lá-at {d}UTU-ták-lá-ku,"1/2 mina silver, the beʾulātum loan of Adad-bāni's son, is with Dudu."
a-šùr-i-dí-in DUMU šu-IŠTAR il-qé 3 GÍN KÙ.BABBAR iš-tí ku-ra DUMU i-sí-ḫi-im 1.8333300000000001 ma-na,"Aššur-iddin s. Šu-Ištar took 1/2 mina silver, the beʾulātum loand of Šamaš-taklāku."
KÙ.BABBAR iš-tí wa-wa-li ù a-šur-i-mì-tí 0.66666 ma-na KÙ.BABBAR iš-tí šál-mì-IŠTAR DUMU tù-ra-am={d}IŠKUR,1 mina 50 shekels silver is owed by Wawali and Aššur-imittī.
0.5 TÚG i-nu-mì DUMU.SAL-sú me-ta-at-ni a-na um-ma-na ú-šé-bi₄-il₅,I gave 1/2 textile to Ummana when his daughter died.
2 GÚ AN.NA ku-nu-ku ša a-lim{ki} 5.66666 ma-na 5 GÍN AN.NA ku-nu-ki-ma ša a-lim{ki} 4 TÚG-ba-tí ša li-wi-tim 1 ANŠE ṣa-lá-mu-um mì-ma a-nim a-bi₄-a ú ni-im-ra={d}IŠKUR li-ip-qí-du-ni-ku-nu-tí i ṭup-pì-šu ša za-ba 0.5 ma-na al-qé 0.5 ma-na KÙ.BABBAR iš-tù ḫa-muš-tim ša ì-lí-a a-5 ḫa-am-ša-tim i-ša-qal šu-ma lá ìš-qú-ul ṭup-pu-šu ša 1 ma-na ṭup-pu-šu-ma 0.5 ma-na-am ša la-qé-ú a ṣí-ib-tí-a-ma a-lá-qé IGI GAL-ga-lí-a IGI ta-li-a IGI a-zu IGI pé-ru-a,"Witnesses: Galgalīya, Dalīya, Azu, Peruwa"
1 GÚ 52 ma-na 5 GÍN AN.NA ù 10 ku-ta-ni ša en-um-a-šùr DUMU PUZUR₄.IŠTAR ša ṭup-pí-šu ḫa-ar-mì-im ri-iḫ-tí AN.NA-ki-šu ù ṣú-ba-tí-šu a-na ú-ṣú-ur-ša-a-šùr DUMU a-šùr-ma-lik ša ki-ma šu-a-ti áp-qí-id,"I entrusted 1 talent 52 minas 5 shekels tin and ten kutānum-textiles belonging to Ennum-Aššur son of Puzur-Ištar pertaining to his sealed tablet, the remainder of his tin and textiles, to Uṣur-ša-Aššur son of Aššur-mālik his representative."
IGI pu-šu-ke-en₆ DUMU sú-e-a IGI PUZUR₄-a-šùr DUMU šu-lá-ba-an IGI a-mur-DINGIR DUMU i-bi-sú-a,"Pūšu-kēn son of Sueyya, Puzur-Aššūr son of Šū-Laban, Amur-ilī son of Ibbi-Sua."
… 1 né-pí-šu-um x … ša ša-lim-a-ḫi-im … 1 ri-ik-sú-um x … ša ša-lim-a-ḫi-im-ma a-na pu-šu-ke-en₆ 1,"1 package belonging to Šalim-aḫum ..., 1 bundle also belonging to Šalim-aḫum ... (went?) to Pūšu-kēn."
né-pí-šu-um x …,1 package ... [belonging to ...]
x ša a-mur-IŠTAR … pu-šu-ke-en₆ 1 ri-ik-sú-um 3.5 ma-na ša a-mur-x a-na ì-lí-a-lim ù PUZUR₄-a-šùr 1,... (1 package) belonging to Amur-Ištar ... Pūšu-kēn ... 1 package 3 1/2 minas belonging to Amur-... to Ilī-ālum and Puzur-Aššur.
ri-ik-sú-um x … ša PUZUR₄-a-šùr ù pu-šu-ke-en₆ 1 ri-ik-sú-um x ma-na 13 GÍN,"1 package ... belonging to Puzur-Aššur and Pūšu-kēn, 1 package x minas 13 shekels (belonging to ...)"
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am pu-šu-ke-en₆ a-na ku-ṣí-a a-na bé-a-lim i-dí-in,Pūšu-kēn gave 1/3 mina refined silver to Kuziya as capital.
IGI PUZUR₄.SA.TU DUMU 0.5,Witness: Puzur-sadu'e son of MAŠ.
0.33333 ma-na KÙ.BABBAR i-ṣé-er šu-iš-ḫa-ra ú-zu-a i-šu 1 GÍN.TA KÙ.BABBAR i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-ì-lí DINGIR 5 u₄-mì-im i-za-az li-mu-um sí-in-iš-me-a-ni IGI sú-kà-li-a IGI a-šùr-i-mì-tí,Šū-Išḫara owes Uzuwa 1/3 mina silver.
12.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šar-ma-ma a-zu zu-zu-ú ma-lá-ba ḫa-šu-i ù ḫa-pu-a-šu DUMU ki-da-šu ša-lim-a-ḫu-um i-šu iš-tù ḫa-mu-uš-tim ša i-dí-a-bi-im a-na ku-bu-ur ú-ṭí-tim i-ša-qú-lu šu-ma lá iš-qú-lu 3 GÍN KÙ.BABBAR ṣí-ib-tám i-na ITU.KAM a 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu i É-tí-šu-nu ù ba-a-bi₄-šu-nu ra-ki-is IGI a-lu-ú DUMU ú-du-du IGI lu-lu-a-ḫi-šu,"Šar-mamma, Azu, Zuzu, Malaba, Ḫašui, and Ḫappu-aššu s. Kidaššu owe Šalim-aḫum 12 1/2 minas refined silver."
a-na šál-mì-ḫi-im qí-bi-ma um-ma pu-šu-ke-en₆-ma 30,To Šalim-aḫum from Pūšu-kēn:
ma-na ša a-šùr-DU₁₀ ù ú-ṣur-ša-a-šùr i-ḫi-ib-lu-ni 10 GÍN ki-ib-sà-tum 0.33333,"Regarding the 30 minas (silver) which Aššur-ṭāb and Uṣur-ša-Aššur owed, 10 shekels were deducted amounts."
ma-na KÙ.BABBAR i-na ra-mì-ni-a ú-ra-dí-ma 30 ma-na KÙ.BABBAR ku-nu-ki-a ša-du-a-sú ša-bu šu-IŠTAR DUMU da-da-nim na-áš-a-kum,I added 1/3 minas silver from my own funds and Šū-Ištar son of Dadānum brings you 30 minas silver under my seal.
ta-áš-pu-ra-am,You wrote me.
um-ma a-ta-ma a-ṣé-er KÙ.BABBAR a-nim 10 ma-na KÙ.BABBAR ra-dí-ma ṣú-ḫa-ra-am ṭur₄-dam,"You said, ""In addition to this silver, add 10 minas silver and dispatch the boy (Ennam-Aššur) to me."
ší-im TÚG.ḪI.A ù ší-im 50 ma-na AN.NA a-na šé-ep dan-a-šùr KÙ.BABBAR 1 GÚ 20 ma-na ú-pá-qá-ad,"(As for) the yield of the textiles and the yeild of the 50 minas tin, I will entrust about 1 talent 20 minas silver to Dān-Aššur's transport."
a-na 2 u₄-me e-ra-ba-ma a-ṭá-ra-da-šu,He will arrive in 2 days and I will dispatch him to you.
ù té-er-ti za-ku-tum iš-tí-šu i-lá-kà-kum,"Also, my complete report will come to you with him."
AN.NA šu-ma 15 GÍN.TA ú e-li-iš ša 40 ma-na KÙ.BABBAR ša-a-ma a-dí e-ra-ab dan-a-šùr li-ni-dí-ma a-ma-kam lá i-sà-ḫu-ur,"As for the tin, if (the rate) is 15 shekels or higher, purchase it to the amount of 40 minas silver so that it is deposited until the arrival of Dān-Aššur so that he does not delay there."
ṭur₄-da-šu,Dispatch him to me.
ù a-na šé-pí-i-a šu-ma lá 2-šé-na ṭup-pè-e-en ša lu-lu ù a-šùr-na-da ù me-er-i-šu mì-ma ša-ni-um ú-lá i-ba-ší,"Now, as for my transport, beside the two tablets of Lulu and Aššur-nādā and his son, there is nothing else."
a-na me-er-i-kà áš-pur-ma um-ma a-na-ku-ma iš-ti KÙ.BABBAR a-nim a-lik,"I wrote to your son and I said, ""Go with this silver!"""
um-ma šu-ut-ma a-na ší-ip-ri-a-ma ki-ma DUMU me-tí-im ta-ta-wu,"He said to my messenger, ""You argue like the son of a dead man."""
IGI 3 DUMU-e um-mì-a-ni a-lá-kam lá i-mu-a,Before 3 'certified merchants' he refused to go.
mì-nam a-qá-bi₄,What can I say?
a-ṣé-er iš-tù 5 ITU.KAM i ku-ri-a a-ta-na-lu-ku,In addition to my constantly running around in ... for 5 months ...
a-na pu-šu-ke-en₆ qí-bi₄-ma um-ma i-ku-nu-um-ma 0.33333,To Pūšu-kēn from Ikūnum:
ma-na KÙ.BABBAR ṣa-ru-pá-am šu-IŠTAR 0.33333 ma-na KÙ.BABBAR ù ni-is-ḫa-sú {d}IŠKUR-ba-ni i-na e-ra-bi₄-šu-nu ša-qá-lam qá-bi-ú,"1/3 mina refined silver - Šū-Ištar, 1/2 mina silver and its excise - Adad-bāni--they promised to pay at their arrival."
ù áš-pu-ra-ku-um,Now I wrote to you.
mì-šu-um KÙ.BABBAR la tù-ša-áš-qí-il₅-ma la tù-šé-bi₄-lam 13,Why did you not collect the silver and send it?
ku-ta-ni en-na-sú-en₆ a-na e-la-lí ú-še-bi₄-lam,Enna-Suen brought 13 
mì-ma ša qá-tim sá-ri-dim ša-bu-ú,All of the share of the driver is paid up.
ù 7 GÍN KÙ.BABBAR ú-šé-ba-lam 1,"Also, I will send 7 shekels silver."
ku-ta-nam {d}IŠKUR-ba-ni a-na e-lá-lí-ma ú-bi₄-il₅,Adad-bāni brought 1 
mì-šu-um ki-ma ku-ta-ni a-na e-lá-lí ta-áp-qí-du té-er-ta-kà la i-li-kam 8,Why did your message never come concerning the textiles you sold on credit to Elāli?
ma-na AN.NA iš-tù tù-úṣ-ú a-dí-na-ku-um,I gave/sold you 8 minas tin after you left.
31 ma-na AN.NA 6 {TÚG}ku-ta-ni ša qí-ip-tí-ni nu-ur-IŠTAR a-na ḫa-tim ú-bi₄-il₅ lu AN.NA lu TÚG.ḪI.A lá ú-ša-ar ša lu-qú-tim a-ni-tim 8 ma-na 10 GÍN KÙ.BABBAR iš-tù ḫa-mu-uš-tim ša šu-a-nim ù tù-ra-a a-na 37 ḫa-am-ša-tim i-ša-qal IGI bu-zu-zi-im IGI tù-ra-a,"Witnesses: Buzuzum, Tūrāya"
KIŠIB a-šur-dan KIŠIB bu-ṣí-a KIŠIB im-dí-DINGIR KIŠIB a-šur-DUG,"Seal of Aššur-dān, seal of Buzia, seal of Imdī-ilum, seal of Aššur-ṭāb."
ša 9.66666 ma-na KÙ.BABBAR ṣa-ru-up ša kà-ri-a a-na a-šur-na-da a-na e-bu-ṭim i-dí-nu KÙ.BABBAR ù ší-a-ma-tù-šu iš-tù a-lim{ki} uṣ-a-ni-ma lu-qú-sú a-šur-DUG il₅-qé,"Concerning the 9 2/3 minas of refined silver which Karria gave to Aššur-nādā as an investment loan: The silver and the purchases made with it has left the City, and Aššur-ṭāb has taken his merchandise."
šu-ma ma-ma-an a-na a-šur-na-da i-tù-a-ar a-šur-DUG ú-ba-áb-šu,"Should anyone raise a claim against Aššur-nādā, Aššur-ṭāb will clear him."
0.5 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ša ṭup-pì-šu ḫa-ar-mì-im i li-bi₄ i-ku-pì-a,Ikuppiya owes (me) 37 1/2 shekels certified silver from the matter of the sealed tablet. 
iš-tù ḫa-mu-uš-tim ša e-lá-ma ù kur-ub-IŠTAR ITU.1.KAM qá-ra-a-tim li-mu-um e-lá-li 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,"He will add 1 1/2 shekels per mina per month as interest from the ḫamuštum week of Elama and Kurub-Ištar, month Qarrātum, eponymate of Elāli."
IGI bu-ur-qá-nim DUMU kà-kà-ba-nim IGI šu-IŠTAR DUMU šu-a-a,"Witnesses: Burqānum s. Kakkabānum, Šū-Ištar s. Šuaya."
KIŠIB {d}UTU-ba-ni KIŠIB PUZUR₄.SA.TU KIŠIB lá-qé-pì-im,"Seals: Šamaš-bāni, Puzur-saduʾe, Lā-qēpim."
ša 4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-pí-im a-šur-SIPA i-šu,Lā-qēpim owes Aššur-rēʾī 4 minas refined silver.
iš-tù ḫa-mu-uš-tim ša a-lá-ḫi-im ù kur-ub-IŠTAR a-na 4 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ṣí-ib-tám,He will pay 4 weeks from the ḫamuštum of Al-aḫim and Kurub-Ištar.
ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul lá-qé-ep,"If does not pay (on time), he will add 1 1/2 shekels per mina per month as interest."
1 ma-na 15 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er bu-ṣa-nim {d}IŠKUR-ṣú-lu-li i-šu,Buṣānim owes Adad-ṣulūlī 1 mina 15 shekels refined silver.
iš-tù ḫa-muš-tim ša i-na-a ù a-šùr-ma-lik ITU.1.KAM ku-zal-li li-mu-um a-šùr-i-dí a-na 25 ḫa-am-ša-tim i-ša-qal šu-ma la iš-qúl 1.5 GÍN.TA i-na ITU.1.KAM-im a-na 1 ma-na-im,"He will pay 24 weeks from ḫamuštum of Innāya and Aššur-mālik, month of Kuzalli, eponymate of Aššur-idī."
ú-ṣa-áb IGI ir-ma-a-šùr IGI i-ku-pí-a-šùr,"If he does not pay, he will add 1 1/2 shekel per mina per month."
KIŠIB a-mur-IŠTAR KIŠIB a-šur-i-mì-tí DUMU a-ta-a-a KIŠIB du-da ša 3.6666600000000003 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er du-da a-šur-SIPA i-šu-ú iš-tù ḫa-muš-tim ša en-um-a-šur DUMU a-ḫu-ú-a ITU.KAM qá-ra-a-tim li-mu-um šu-da-a DUMU en-na-nim 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul du-da,"He will add 1 1/2 shekels per mina per month as interest from the ḫamuštum of Ennum-Aššur s. Aḫua, month: Qarrātum, eponymate:Šudaya s. Ennānum."
a-na a-šùr-na-da qí-bi₄-ma um-ma i-dí-IŠTAR-ma,To Aššur-nādā from Iddin-Ištar:
