tablet_id,transliteration,translation
36. Kt 91/k 419 (1-271-91),um-ma En-um-A-šur-ma Da-/dí-a ù Hi-na-a-ma a-na E-la-ma qí-bi-ma 20 ma-na KÙ.B ni-is-ha-sú DIRI Ir-ma-A-šùr ub-lam 2 GÚ 10 ma-n[a A]N.NA ku-nu-ki-ni ['u-Ku-b]u-um na-áš-a-k[u-um 14]* GÍN.TA KÙ.BI₄ 9 [ma-na] 4 1/6 GÍN it-ba-al 15 ma-na AN.NA qá-tim 14- GÍN.TA KÙ.BI₄ 1 ma-na 3 GÍN KÙ.B it-ba-al 36 TÚG.HI.A qá-dum : ša li-wi-/tim 2* ma-na KÙ.B it-bu-lu * ma-na 2 / GÍN be-ú-la-at 'a-lim-A-šùr kà-ṣa-ri-im 2 GÍN KÙ.B. 1 lu-bu-šu 2 ANŠE.HI.A ṣa-lá-ma-an ) ma-na LÁ 2 GÍN KÙ.B . it-bu-lu 3 TÚG.HI.A ša kà-ṣa-ri-im 4( GÍN KÙ.B. : ú-nu-ut ANŠE mì-ma a-nim 'u-Ku-bu-/um na-áš-a-kum : i-na wa-ar-ki-ú-tim : nu-za-kà-/ma lu-qú-ut-kà : iš-tí <<iš-tí>> : pá-ni-im-ma nu-šé-ba-la₁-kum,"Thus Ennam-AŠšur, Dadiya and Hinnāya, say to Elamma: “20 minas of silver, its excise added, Ir’am-AŠšur delivered. 2 talents 10 minas of tin under our seals [ēu-KŠb]um is bringing to you. At 14* shekels : 1 it cost 9 minas 4 1/6 shekels of silver. 15 minas of tin for expenses, at 142 shekels:1 it cost 1 mina 3 shekels of silver. 36 textiles, including those for wrapping cost 2* minas of silver. 22 shekels Šof silver) the working capital of ēallim-AŠšur, the harnesser, 2 shekels of silver, one garment for him. Two black donkeys cost 38 shekels of silver. 3 textiles of the harnesser, 4' shekels of silver donkey harness. All this ēu-KŠbum is bringing you. Later we will clear accounts and then send your merchandise to you with the next opportunity.”"
37. Kt 91/k 484 (1-337-91),[um-ma] A-la-hu-um [A-šur]-re-ṣí En-nam-A-šùr [ú D]a-dí-a-ma a-na E-la-ma [qí-b]i₄-ma 24* ma-na 4? GÍN KÙ.B. [ŠÀ] 1 ma-na 1 GÍN KÙ.B. ni-is-ha-tim [ni]-di-in : ší-tí KÙ.B.-pí-kà 23ʾ * ma-na 4 GÍN 1/2 ma-na 3ʾ GÍN GUŠKIN A-šùr-DÙG ub-lam ŠÀ 1* GÍN 7( ŠE ni-is-ha-tim ni-dí-in * GÍN i-na sà-na-qí-ni i[m]-ṭí ší-ti GUŠKIN ( ma-na 1* GÍN 5- GÍN.TA KÙ.B.-áp-šu 2) ma-na 5 GÍN ŠUNIGIN₂ KÙ.B.-áp-kà ù ší-imʾ GUŠKIN 26 ma-na 9 GÍN KÙ.B. 4 GÚ 20 ma-na 8 GÍN AN.[NA] ku-nu-ku 30 ma-na [AN.NA]-/ak qá-tim 17- G[ÍN.TA] KÙ.B.-áp-šu 16) ma-[na 9 GÍN] 36 TÚG ku-ta-n[u 5 5/6 GÍN.TA] 3( ma-na KÙ.B.-šu-nu 33 šu-ru-tum qá-dé ša li-w[i]-/tim 1) ma-na 4 GÍN KÙ.B.-áp-šu-nu 1 ma-na LÁ 5 GÍN i-ma-sà-im im-ṭí 5 ANŠE.HI.A ṣa-lá-mu-ú 1 ma-na 17 GÍN : it-bu-lu 1 ANŠE im-ra-aṣ-ma wa-at-ra-/am ni-iš-a-ma i-lá-kà-kum 1 ma-na bé-ú-lá-at Ú-zu-a ù 'u-mì-a-bi-a 4 GÍN KÙ.B. lu-bu-šu-nu 12 GÍN ṭé-ṣú-bi a-na A-šùr-DÙG né-pu-ul 3 GÍN ša sà-e-d/tim 9 GÍN ú-nu-ut ANŠE.HI.A 12( GÍN wa-ṣí-tum 14 GÍN ú-ku-ul-tí ANŠE.HI.A,"[Thus] Ali-ahum, [AŠšur]-rṭ(ṣ, Ennam-AŠšur, [and] Dadiya say to Elamma: “24 minas 24? shekels of silver, [thereof] we gave 61 shekels of silver as excise; the rest of your silver is 23ʾ minas and 24 shekels. 33 shekels of gold AŠšur-1āb brought us, thereof we gave as excise 1 3/8 shekel. It was * shekel less when we checked it, (so) the rest of the gold is 31* shekels, its equivalent in silver at 1: 52 is 20 minas. Total of your silver, including the yield of the gold: 26 minas 9 shekels of silver. 4 talents 20 minas 8 shekels of tin under seals, 30 minas hand tin, at 172 shekels per Šshekel of silver), its Šprice in) silver, 16 minas 4[9 shekels]; 36 kutšnu-textiles [at 5 5/6 shekels apiece], their Šprice in) silver 3' minas; 33 dark textiles including those for wrapping, their silver 1 mina 44 shekels. The silver became 55 shekels less by washing. 5 black donkeys cost 1 mina 17 shekels; 1 donkey became ill and we bought an extra one and it is coming to you. 1 mina, the working capitals of Uzua and ēumi-abiya, 4 shekels their clothing, 12 shekels as additional amount we balanced to AŠšur-1āb, 3 shekels for ....., 9 shekels donkey harness, 12' shekels export tax, 14 shekels donkey fodder.”"
38. Kt 91/k 532 (1-385-91),20-23) let kutšnu-textiles he orders um-ma A-la-hu-um-ma A-šur-re-ṣí En-nam-A-šur ú Da-dí-a a-na E-lá-ma qí-bi₄-ma 24 ma-na KÙ.B. Dan-A-šur DUMU 'a-lim-a-hi-im ub-lam 16) ma-na KÙ.B. A-šur-na-da DUMU A-šur-i-dí ub-lam ŠUNIGIN₂ 40* ma-na KÙ.B. ŠÀ.BA 30 ma-na iš-tí A-lá-hi-im ni-il₅-qé-ma 1) ma-na KÙ.B. ṣí-ib-tám nu-ṣí-ib : ší-tí KÙ.B.-pì-kà 8) ma-na 76 TÚG k[u-ta-n]u 6 ma-[na 40? GÍN] KÙ.B. it-b[u-lu 3] ANŠE ṣa-lá-[mu ) ma-na x GÍN] KÙ.B. i[t-bu-lu] 15 ma-na [AN.NA qá-tim] 13 GÍN.T[A KÙ.B.]-áp-šu 1 ma-na 9 [GÍ]N ú-nu-ut A[NŠE.H]I.A <ù> na-<<nu>>-ru-⌈qá⌉-tim 9( GÍN KÙ.B. it-bu-lu : 3) GÍN KÙ.B. té-ṣú-bé [nu]-ṣí-ib 4* GÍN wa-ṣí-tum 2 GÍN Be-lúm-ba-ni il₅-qé 4 kuʾ(TÚG)-ta-nu ša A-bu-ša-lim 1 TÚG ša A-šur-re-ṣí 1 TÚG ša Da-dí-a 1 TÚG ša Be-lúm-ba-ni mì-ma a-nim A-šur-na-da i-ra-de₈-a-kum KÙ.B. Be-lúm-ba-ni a-ma-kam ša-dí-in,"arrive in Kanesh before the winter(?). Thus Ali-ahum, AŠšur-rṭ(ṣ, Ennam-AŠšur and Dadiya, say to Elamma: “24 minas of silver Dān-AŠšur, son of ēalim-ahum, has brought us. 16) minas of silver AŠšur-nādā, son of AŠšur-idṣ, has brought us. In all 40* minas of silver. Thereof Šwe paid) 30 minas we had borrowed from Ali-ahum and we added to it 1) mina of silver as interest. There remains of your silver 8) minas. 76 kutšnu-textiles cost 6 minas [40? shekels] of silver, 3 black donkeys cost [40+x shekels] of silver. 15 minas of [tin for expenses] at 13 shekels :1, its price in silver 1 mina 9 shekels. The harness of the donkeys <and> the (leather) bags cost 9' shekels of silver, 3) shekels of silver we added as additions, 4* shekels the export tax, 2 shekels BŠlum-bāni took. 4 kutšnu-textiles of Abu-šalim, 1 textile of AŠšur-rṭ(ṣ, 1 textile of Dadiya, 1 textile of BŠlum-bāni. All this AŠšur-nādā leads to you. Make BŠlum-bāni pay the silver over there.”"
39. Kt 92/k 142 (1-102-92),ma-na 6 LÁ 1/6? GÍN 17 m[a-na]/ ⌈4⌉ ŠÀ.BA ) ma-na 2( GÍN a-na ni-is-ha-tim ni-dí-in ší-tí KÙ.B.-pì-kà 16* ma-na LÁ ( GÍN ŠUNIGIN₂ KÙ.B.-pì-kà 20* ma-na [ 5* / GÍN 4 GÚ 20 ma-na AN.NA ku/-nu-ku 15* GÍN 15 ŠE.TA KÙ.B.-áp-šu 17 5/6 ma-na / 2 GÍN 20 ma-na AN.NA-ak qá-/tim 15 GÍN.TA 1* ma-na KÙ.B. 10 ku-ta-nu ) ma-na 6( GÍN it-bu-lu 8 šu-ru-tum ša li-wi-tim * ma-na 8 GÍN KÙ.B.-šu-nu 2 ANŠE.HI.A ṣa-lá-mu ) ma-na / [ [LÁ 4?] GÍN KÙ.B.-šu-nu * mana *7? GÍ[N KÙ.B.] i-ma-sá-im im-ṭí ( [ma-na KÙ.B.] be-ú-lá-at Ma-ṣi-⌈ì-lí] 2 GÍN lu-bu-šu 1 GÍ[N KÙ.B.] ša sà-e-d/tim 10 GÍN 20[+2( ŠE] wa-ṣí-tum 3 GÍN KÙ.B. i-na sà-na-qí-im : im-ṭí 3( GÍN ú-nu-ut ANŠE.HI.A 1 GÍN ú-kúl-tí ANŠE.HI.A a-na mu-lá ANŠE.HI.A 1 ma-na LÁ 1 1/6 GÍN KÙ.B. i-na ša ú-ṭí-tim : nu-ra-dí mì-ma a-nim Dan-A-šur ir-de₈-a-ku-um,"5 5/6? shekels. 17 minas and 4 shekels Thereof we paid 42' shekels as excise. There remain of your silver 16 minas 19' shekels. The total of your silver amounts to 20 [ minas 25* shekels. 4 talents 20 minas of tin under seals, at a rate of 15 5/12 shekels : 1 the silver for it was 17 minas 52 shekels. 20 minas tin for expenses, at a rate of 15 shekels : l makes 1* mina of silver. 10 kutšnu-textiles cost 46' shekels Šof silver); 8 dark textiles for wrapping, their price in silver 28 shekels; 2 black donkeys cost 40 [minus 4?] [ shekels of silver. 27? shekels of silver loss due to washing Šthe silver); ' [mina of silver], the working capital of Ma(i-ilṣ; 2 shekels his clothing allowance; 1 shekel the cost of ....... ; 10 1/8 shekels the export tax. When checking 3 shekels of silver proved to be missing; 3' shekels the harness of the donkeys; 1 shekel fodder for the donkeys. To supplement Šthe costs of ) the donkey-loads we added 58 5/6 shekels of silver from that of the barley. All this Dān-AŠšur has led to you.”"
40. Kt 92/k 143 (1-103-92),um-ma En-nam-A-šur-ma ù Da-dí-a-ma a-na E-lá-ma qí-bi₄-ma 30 ma-na KÙ.B. ša {d}A-šur-SIPAD ub-lá-ni ni-is-ha-sú DIRIG 2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA qá-tim 14- GÍN.TA 10 5/6 ma-na / 3 GÍN KÙ.B. it-ba-al 85 TÚG.HI.A 5 5/6 ma-na ù 7 GÍN KÙ.B. it-bu-lu 4 ANŠE ṣa-la-mu 1 ma-na 13 GÍN KÙ.B. it-bu-lu 10* GÍN KÙ.B. ú-nu-ut ANŠE 9 GÍN KÙ.B. wa-ṣí-/tám 3 GÍN KÙ.B. ša sá-e-d/tim 30 ma-na KÙ.B. ša A-šur-PA-/LU ub-lá-ni 1* GÍN ù / 3 ŠE.TA té-ṣú-bu ) ma-na ( GÍN KÙ.B. ni-dí-in * ma-na KÙ.B. be-ú-lá-at Kur-ub-IŠtar 2 GÍN KÙ.B. lu-bu-šu 3 TÚG.HI.A ša Kur-ub-IŠtar 1 TÚG ša Da-dí-a 1 TÚG ša En-nam-A-šur mì-ma a-nim A-šur-SIPAD na-áš-a-ku-um ší-tí KÙ.B. iš-tí wa-ar-ki-ú-tim nu-šé-ba-lá-kum,"Thus Ennam-AŠšur and Dadiya, say to Elamma: “30 minas of silver that AŠšur-rṭ’ṣ brought here, its excise added, (thereof): 2 talents 10 minas of tin under seals (and) 25 minas of tin for expenses at 142 shekels :1 cost 10 minas and 53 shekels of silver. 85 textiles cost 5 minas and 57 shekels of silver. 4 black donkeys cost 1 mina and 13 shekels of silver, 10* shekels of silver the harness of the donkeys, 9 shekels of silver export tax, 3 shekels of silver for ........... The 30 minas of silver that AŠšur-rṭ’ṣ brought entailed additions of 1 shekel 63 grains per Šmina, so that) we paid 40' shekels of silver. 20 shekels of silver the working capital of Kurub-IŠtar, 2 shekels his clothing allowance; 3 textiles of Kurub-IŠtar, 1 textile of Dadiya, 1 textile of Ennam-AŠšur. All this AŠšur-rṭ’ṣ is bringing to you. (What we will buy with) the rest of the silver we will send you with a later caravan.”"
41. Kt 91/k 487,a-na [x x x u x x x] qi-bi₄-m[a um-ma x x x x] Pu-šu-ki-[in x x x x] ù A-šur-r[e-ṣí-ma?] 51 ma-na KÙ.[B. ša É DAM.GÀR] ni-il₅-qé-a-ku-n[u-tí-ni 4 ma-na] 15 GÍN KÙ.B. ṣ[í-i]b-tum i-li-ik ŠUNIGIN₂ 55 ma-na 15 / GÍN qá-dum ṣí-ib-ti-šu 46( ma-na KÙ.B. A-bu-ša-lim ub-lam 12 GÍN i-na i-šé-ra-tim im-ṭí 18 GÍN a-ma-sú-hu-tim ni-ik-bu-ús 46 ma-na KÙ.B. iz-ku-am ta-áš-pu-ra-nim um-ma a-tù-nu-ma 4 ma-na KÙ.B. E-lá-ma ha-bu-ul 3 ma-na KÙ.B. ša ha-bu-lá-tù-/nu-ni i-li-bi₄-šu ik-lá ⌈1⌉ ma-na KÙ.B. iš-qú-ul i-té-er-tí-ku-nu um-ma a-tù-nu-ma 4 ma-na KÙ.B. Kàr-wa-a li-iš-qú-ul 3 ma-na iš-qú-ul 1 ma-na I-dí-a-bu-um iš-qú-ul 1 ma-na A-šur-iš-ta-kál ša-qá-lam lá i-mu-a 4 ma-na 15 GÍN KÙ.B.-ku-/nu ba-ti-iq É né-ru-ub-ma 4 ma-na 15 GÍN-ku-nu a-na 5 ma-na 10( GÍN KÙ.B. qá-dum ṣí-ib-tí-šu i-tù-/ar iš-tù ha-muš-tim ša {d}MAR.TU-/ba-ni ù A-š[ur-n]a-⌈da⌉ ITI.KAM a-lá-*⌈na-t⌉[im ú?⌉* ṭup-pì-ni š[a 51 ma- n]a KÙ.B. ú ṣí-ba-/ti-šu ṭu[p-pì-ni-ma] 5 [m]a-na 10( GÍN KÙ.B. [ú ṣí-ba]-sú šé-bi₄-[lá-nim ù⌉ ṭup-pì-ni li-⌈m⌉[u-ut x x x x] ⌈x x⌉* [x x x x x x] a-ba-ú-ni a-hu-ni a-tù-nu ih-da-ma KÙ.B. šé-bi₄-lá-nim ú KÙ.B. lá i-ma- ú ṭup-pì-ni lá ú-kà-lu [ i-/i[d],"To [............. and ...........] say, thus [......................] PŠšu-kṭn, [.................], and AŠšur- r[ṭ(ṣ?]: ŠThe interest on the 51 minas of silver we borrowed for you at a merchant’s house amounted to 4 minas and 15 shekels of silver. Total: 55 minas 15 shekels, including its interest. Abu-šalim has brought 46' minas of silver, it became 12 shekels less by / than the išerštum, 18 shekels we deducted for dirtiness, so that 46 minas of silver became available. You wrote us as follows: ‘Elamma has a debt of 4 minas of silver’. He retained in his possesssion 3 minas of silver that you owe Šhim and) therefore he paid 1 mina of silver. In your instruction you write: ‘Let Karwāya pay 4 minas of silver’ - he paid 3 minas; 1 mina Iddin-abum paid. AŠšuriš-tikal refused to pay 1 mina of silver. Since your own silver is 4 minas 15 shekels short, we entered Ša money-lender’s) house Što bor- row it) and your 4 minas 15 shekels, together with the interest on it have now become 5 minas 10' shekels of silver reckoning from the week eponymy of Amurrum-bāni and AŠšur-nādā, in month XII. Therefore? our tablet of [51 min]as of silver plus interest on it remains our tablet. Send the 5 minas 10' shekels of silver plus interest on it, so that our tablet can be can[celled? ...............] [.............................................] Please, our fathers and brothers, take care to send the silver and let the silver not get much and let them not retain our tabletš”"
42. Kt 92/k 144 (1-104-92),a-na E-lá-ma qí-bí-ma um-ma Lá-qé-pu-um ù 'u-A-šur-<ma> 72 ku-ta-nu ku-wa-ú-tum 26 ku-ta-nu ša DAM.GÀR 1 ku-ta-num ša ik-ri-bi₄-kà 1 ku-ta-num ša A-ta-a-a ŠUNIGIN₂ 1 me-at ku-ta-nu ša šé-ep A-šur-mu-ta-pí-il₅ 71 ku-ta-nu ša šé-ep DUMU Ú-ṣa-ri-a 31 ku-ta-nu ša šé-ep A-šur-lá-ma-/sí 3 ku-ta-nu a-ha-ma : pá-ni-ú-tum 1 ku-ta-num ša Ha-ti-a ŠUNIGIN₂ 2 me-at 26 ku-ta-nu ŠÀ.BA 1 me-at 81 ku-ta-ni 25 ša A-ki-dí-e Zi-kur-{d}IŠKUR : ir-de₈-a-ku-um 3( GÍN 15 ŠE KÙ.B. a-na sà-he-/er-tim áš-qúl 1 ta-ku-uš-ta-am ù 2 ⌈šu-ri-in⌉ : pá-ni-⌈ú-tim] [L]a?-ma-*s[à?-tu]m? t]al-qé 2 GÚ A[N.NA] ku-nu-ku ša a-lim{ki} ša DAM.GÀR 3 GÚ ku-wa-um 2 šu-uq-lá-a[n] ša Ar-ta-ma : nu-sà-ni-iq-/ší-na-ma 5 ma-na im-ṭí-a [1 š]u-uq-lam ni-ip-ṭur₄-ma [x+ (⌉ ma-na 4 GÍN a-na DUMU Da-da-nim ù DUMU Ú-ṣa-ri-a né-pu-ul : iš-tù AN.NA qà-/tim ù ) ma-na KÙ.B. ša a-pá-ni-/šu-nu nu-šé-bi-lu gám-ru 1 šu-uq-lam a-šu-mì ni-is-ha-tim É kà-ri-/im ú-kà-lu DUB.SAR šu-uq-/la-tim wa-atʾ(UD)-ra-tim : il₅-pu-ut-kà-ma a-dí-ni a-wa-tum lá gam-ra 6 šu-uq-lá-tum lu ku-nu-ku-ni lu ša a-lim{ki} 36 ku-ta-ni 32 šu-ru-tim qá-du-um : ša li-wi-tim 6 ANŠE.HI.A ṣa-lá-me : A-šur-i-mì-tí ù Hu-zi-a : i-ra-de₈-ú-ni-/ku-um 1 ma-na AN.NA i-šu-uq-lim 3 LÁ - GÍN KÙ.B. a-sà-he-er-tim a-na A-šur-i-mì-tí ù Hu-zi-a : ni-dí-in 10 ku-ta-ni 8 šu-ru-tim a-ni-kà-sí-kà : ni-dí : i-na šu-uq-lá-tim a-ni-a-tim 2 šu-uq-lá-an : ša š[é]-ep A-šur-la₁-ma-[sí],"To Elamma say, thus Lā-qṭpum and ēu-AŠšur: “72 kutšnu-textiles belonging to you, 26 kutšnā belonging to the tamkšrum, 1 kutšnum of your ikribā, 1 kutšnum of Atāya - in all 100 kutšnā shipped under AŠšur-mštappil; 71 kutšnā shipped under U(āriya’s son; 31 kutšnā shipped under AŠšur-lamassṣ; separately 3 kutšnā shipped earlier; 1 kutšnum of Hatiya - in all 226 kutšnu-textiles. Thereof 181 kutšnā and 25 Akkadian textiles Zikur-Adad led to you. I paid 3 7/12 shekels for small wares, 1 Takuštaean textile and 2 dark textiles (sent) earlier Lamassutum(?) took. 2 talents of tin provided with seals in the City belonging to the tamkšrum, 3 talents belonging to you, 2 packets of Artama – we checked them and they proved to contain 5 minas too little. We opened one packet and we balanced [x + ' ] mina 4 shekels to the son of Dadānum and the son of U(āriya after the tin for expenses and the ) mina of silver we had sent them en route had been spent. One packet they detained in the colonial office because of the import-tax. The scribe booked you for the additional packets, but the affair has not yet been settled. Six packets with either our own seal or that of the City, 36 kutšnu- and 32 dark textiles, including those for wrapping, 6 black donkeys AŠšur-imittṣ and Huziya are leading towards you. 1 mina of tin (taken) from a packet (and) 20 shekels of silver for small wares we gave to AŠšur-imittṣ and Huziya. 10 kutšnā and 8 dark textiles we deposited on your account. From these packets 2 are shipped under the responsibility of AŠšur-lamassṣ.”"
44. Kt 91/k 486 (1-341-91),3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-/sú 17 TÚG ku-ta-nu 16) ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠUNIGIN₂ 4 GÚ 18 ma-na AN.NA a-wi-it I-li-a iš-tù a-lim{ki} a-di Kà-ni-iš 1 GÚ-tám 4 ma-na 6 1/4 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-/um 17 5/6 ma-na 4 GÍN áš-qúl 16) GÍN mu-ṭá : AN.NA-ak /qá-tim 4 ša bi-lá-tim iš-tù Tí-mì-il₅-ki-a : a-di Hu-ra-ma * ma-na 6 GÍN.TA 1) ma-na /4 GÍN áš-qúl 3) ma-na 5 GÍN ú-kúl-ti 2 ANŠE ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re : i-sí-kà-tim it-ru-ú-ma a-pá-ṭá-ri-šu-nu 5/6 ma-na AN.NA áš-qúl ( ma-na 6 GÍN AN.NA a-na 1 TÚG ša Ku-ku-ú 5 GÍN a-na šé-[n]é-šu ŠUNIGIN₂ ⌈24⌉ ma-na 10 5/6 GÍN iš-tù 16 5/6 ma-na AN.NA-ak qá-tim gám-ru 8( ma-na ) GÍN AN.NA i-na-pá-al i-na 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ha-tim il₅-qé-ú 2( GÍN KÚ.B. i-pu-lu-šu-um 1( TÚG ù 1( GÍN KÙ.B. iš-ra-tù-/šu i-hu-lu-qá-e 1( GÍN KÙ.B. ik-šu-sú ša 2( TÚG ša É.GAL-/lúm il₅-qé-ú ( ma-na (eras.) KÙ.B. A-šur-ṣú-lu-li il₅-qé a-ha-ma 6 GÍN LÁ 15 ŠE KÙ.B. ša šál-ša-tí-šu A-šur-ṣú-lu-li-/ma il₅-qé ší-ti TÚG.HI-tí-šu 12 TÚG 3 GÚ 15 ma-na AN.NA ku-nu-ki-kà 4 TÚG šu-ru-tum : li-wi-sú 2 ANŠE.HI.A : ṣa-lá-me ù ú-nu-sú-nu a-na A-šur-ṣú-lu-li áp-qi-id IGI 'u-Be-lim DUMU A-mur-DINGIR IGI Puzur₄-/ DUMU I-tur₄-DINGIR [ A-/šur,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 kutšnu-textiles, 16) minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of Iliya(’s shipment). From the City until Kanesh the toll-and-fees amounted to 4 minas 62 shekels per talent, the head-tax to 15 shekels per person. I paid 17 minas 54 shekels. 16) shekels shortage of hand tin. For 4 porters from Timilkiya until Hurama at 26 shekels each I paid 1 mina 44 shekels Šof tin). 3 minas 45 shekels Šof tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock. They took the donkeys away during the campaign and I paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of Kukš, 5 shekels for his sandals. In all 24 minas 10 5/6 shekels. After the 16 5/6 minas of hand tin had been spent 8 minas 30 ) shekels of tin will be balanced Što him). Of the 17 kutšnu-textiles they took 1 as import-tax, they balanced him 2' shekels of silver; 1' textile and 1' shekel of silver (balanced) are his tithe. His share in the losses amounted to 1' shekels of silver. For the 2' textiles which the palace took, AŠšur-(ulšlṣ received ' mina of silver. Separately AŠšur-(ulšlṣ took 5 11/12 shekels of silver as his one-third-share. The rest of his textiles, 12 pieces, 3 talents 15 minas of tin with your seals, 4 dark textiles, its wrapping, 2 black donkeys with their harness, I entrusted to AŠšur-(ulšlṣ in the presence of ēu-BŠlum, son of Amur-ilṣ, (and) of Puzur-AŠšur, son of Itšr-ilṣ."
45. Kt 91/k 436 (1-289-91),1 GÚ LÁ 2 ma-na AN.NA 24 ma-ku-hu 1 TÚG pì-ri-kà-num 2 ANŠE ṣa-lá-mu i-a-ú-tum 21 ma-ku-hu 1 ANŠE ša I-dí-a-bi₄-/im 1 na-ru-qám 5 ku-ta-nu ša 'u-Ku-bi₄-im 6 ma-na 15 GÍN / URUDU 7 GÍN AN.NA a-qá-tí {d}UT[U]-ub-lá-/am a-na A-lá-hi-im ú-bi₄-il₅,"minas of tin, 24 makāhu-textiles, 1 pirikannu-textile, 2 black donkeys belonging to me; 21 makāhu-textiles, 1 donkey of Iddin-abum; 1 bag with 5 kutšnu-textiles of ēu-KŠbum; 6 minas 15 shekels of copper (and) 7 shekels of tin for his use ēamaš-ublam, brought to Ali-ahum."
46. Kt 92/k 147 (1-107-92),1 me-at 73 ku-ta-nu i-na É.GAL-lim ur-du-/nim 7 TÚG ša li-wi-/tim 1 TÚG ša ik-ri-bi₄-a ša DUMU 'ál-mah ub-lá-ni 10 TÚG ša i-ma-ṣa-ar-tim ú-šé-ṣí-a-ni ú-ra-dí 6 TÚG ša A-šur-mu-ta-/pí-il₅ ub-lá-ni (erasures) ŠU.NIGIN₂ me-at 93[+4 TÚG] ŠÀ.BA 7 TÚG ku-[ta-ni] La-ma-sú-⌈tum⌉ ta-al-q[é] 3 TÚG 'u-Ku-bu-um il₅-qé 3 TÚG ša be-<ú>-lá-at Puzur₄-A-na 3 TÚG ša be-ú-lá-at A-šur-ba-ni 2 TÚG A-šur-mu-ta-pì-/il₅ il₅-qé ší-tí TÚG.HI.A 1 me-at 80 TÚG,"kutšnu-textiles (that) came down from the palace, 7 textiles as wrapping, 1 textile of my temple-fund, is what ēalim-ahum’s son brought me. I added 10 textiles that I took out of the strong room (and) 6 textiles that AŠšur-mštappil brought me. In all 19[7 textiles]. Thereof: 7 kutšnu-textiles Lamassutum took, 3 textiles ēu-KŠbum took, 3 textiles of the working capital of Puzur-Anna, 3 textiles of the working capital of AŠšur-bāni, 2 textiles AŠšur- mštappil took. The rest of the textiles: 180 pieces."
47. Kt 91/k 291 (1-148-91),[a-n]a E-lá-ma qí-bi-ma um-ma A-šùr-i-mì-tí-ma 5 ma-na KÙ.B. ku-nu-ki-kà Bu-ur-Sú-in ub-lam-ma a-na-ku ù A-šur-na-da nu-sà-ni-iq-ma 2 GÍN KÙ.B. im-ṭí 3 ma-na KÙ.B. a-na SÍG.HI.<A> ša É kà-ri-im ni-iš- ša ILLAT-at I-na-a / [qú-/ul ú 'u-Nu-nu a-na 10ʾ* TÚG.TA bi-it-qá-tum i-bi-ší-a-ma * ma-na KÙ.B. i-na É kà-ri-im lá ni-ta-dí-/ma ) ma-na KÙ.B. <<i-na>> i-na KÙ.B.-pì-kà áš-qúl 2 ma-na 6 GÍN KÙ.B. a-na 6 ANŠE ni-iš-qú-ul 12 GÍN KÙ.B. ší-im KÙ.B.-pí-kà i-na li-bi-/a i-ba-ší i-na {na}₄GÍN.ZA-ku-nu ša ub-lu-ni-ni 5/6 ma-na 3 GÍN a-na iš-ra-tim il₅-qé-ú ⌈(⌉ ma-na 2 GÍN a-na ší-mì-im a-na ša-na-ú-um il₅-qé-ú ší-im hu-sà-ri-ku-nu ⌈ku-nu⌉-ki-ni Bu-ur-Sú-in* [n]a-áš-a-ku-um i-na *šálʾ-ša-tí [ša] ILLAT I-na-a ú A-šùr-/ta-ak-lá-ku [x] ma-na 13 GÍN KÙ.B. ta-lá-qé ⌈iš⌉-té-en ṣú-ha-ra-am a-na Lu-hu-sà-dí-a [ṭu]r₄-da-ma ⌈e⌉-ma-ra-am i-lá-qé-ú,"Say to Elamma, thus AŠšur-imittṣ: “5 minas of silver under your seal BŠr-Suen delivered and I myself and AŠšur-nādā we checked it and it proved to be 2 shekels too little. We paid 3 minas of silver for wool of the colonial office. As for the caravan of Innāya and ēu-Nunu, there occurred deficits amounting to 10 textiles per (trader?), so that we could not deposit * mina of silver in the colonial office, but I paid ) mina of silver from your own silver. I paid 2 minas 6 shekels of silver for 6 donkeys. 12 shekels of silver, the price of your silver, is still due by me. Of your lapis lazuli, which they brought here, they took 53 shekels as tithe. 32 shekels Šof lapis lazuli) they bought at a rate of 2 : 1. With the price of your lapis lazuli under our seal BŠr-Suen is on his way to you. From the ‘one third parts’ of the caravan of Innāya and AŠšur-taklāku you will receive [x] minas 13 shekels of silver. Send one servant to Luhusaddiya and let them take the/a donkey."
